id,created_at,vehicle_model,issue,status,completed_at,month
T001270,2024-07-05,E-Sports GT,Tire replacement needed,completed,2024-07-10,2024-07
T001271,2024-07-06,E-SUV Elite,Software update required,in_progress,,2024-07
T001272,2024-07-06,E-Compact City,Brake system check,in_progress,,2024-07
T001273,2024-07-07,E-Compact City,Suspension noise,completed,2024-07-08,2024-07
T001274,2024-07-07,E-Truck Power,Charging port not working,open,,2024-07
T001275,2024-07-07,E-SUV Elite,Display console malfunction,in_progress,,2024-07
T001276,2024-07-08,E-Compact City,Software update required,completed,2024-07-11,2024-07
T001277,2024-07-09,E-Sedan Pro,Climate control fault,completed,2024-07-14,2024-07
T001278,2024-07-09,E-Truck Power,General maintenance,in_progress,,2024-07
T001279,2024-07-10,E-Sedan Pro,Suspension noise,in_progress,,2024-07
T001280,2024-07-11,E-Sports GT,Motor performance issue,completed,2024-07-16,2024-07
T001281,2024-07-11,E-Sedan Pro,Suspension noise,completed,2024-07-15,2024-07
T001282,2024-07-12,E-Sedan Pro,Software update required,completed,2024-07-14,2024-07
T001283,2024-07-12,E-SUV Elite,Climate control fault,open,,2024-07
T001284,2024-07-12,E-Compact City,General maintenance,completed,2024-07-15,2024-07
T001285,2024-07-13,E-Truck Power,Display console malfunction,completed,2024-07-15,2024-07
T001286,2024-07-13,E-Sports GT,Battery range reduced,completed,2024-07-18,2024-07
T001287,2024-07-14,E-Compact City,General maintenance,in_progress,,2024-07
T001288,2024-07-14,E-Sports GT,Climate control fault,completed,2024-07-20,2024-07
T001289,2024-07-15,E-Compact City,Tire replacement needed,open,,2024-07
T001290,2024-07-15,E-Compact City,Climate control fault,completed,2024-07-21,2024-07
T001291,2024-07-15,E-SUV Elite,General maintenance,completed,2024-07-19,2024-07
T001292,2024-07-15,E-SUV Elite,Suspension noise,completed,2024-07-19,2024-07
T001293,2024-07-15,E-Sedan Pro,Brake system check,in_progress,,2024-07
T001294,2024-07-16,E-Compact City,Tire replacement needed,in_progress,,2024-07
T001295,2024-07-17,E-Compact City,Motor performance issue,in_progress,,2024-07
T001296,2024-07-17,E-Sedan Pro,Software update required,completed,2024-07-22,2024-07
T001297,2024-07-17,E-Sports GT,Climate control fault,in_progress,,2024-07
T001298,2024-07-17,E-Sedan Pro,Software update required,in_progress,,2024-07
T001299,2024-07-18,E-Sedan Pro,Battery range reduced,open,,2024-07
T001300,2024-07-18,E-Compact City,Climate control fault,open,,2024-07
T001301,2024-07-18,E-Truck Power,Motor performance issue,in_progress,,2024-07
T001302,2024-07-19,E-Sedan Pro,Tire replacement needed,completed,2024-07-21,2024-07
T001303,2024-07-20,E-Compact City,Battery range reduced,in_progress,,2024-07
T001304,2024-07-20,E-SUV Elite,Motor performance issue,completed,2024-07-24,2024-07
T001305,2024-07-20,E-Truck Power,Battery range reduced,completed,2024-07-21,2024-07
T001306,2024-07-22,E-Truck Power,Tire replacement needed,in_progress,,2024-07
T001307,2024-07-22,E-Sports GT,Suspension noise,completed,2024-07-27,2024-07
T001308,2024-07-23,E-Sports GT,Tire replacement needed,in_progress,,2024-07
T001309,2024-07-24,E-SUV Elite,Software update required,completed,2024-07-29,2024-07
T001310,2024-07-24,E-SUV Elite,Display console malfunction,open,,2024-07
T001311,2024-07-24,E-Truck Power,Suspension noise,completed,2024-07-26,2024-07
T001312,2024-07-25,E-Compact City,General maintenance,in_progress,,2024-07
T001313,2024-07-25,E-SUV Elite,Brake system check,completed,2024-07-30,2024-07
T001314,2024-07-26,E-Sedan Pro,Charging port not working,open,,2024-07
T001315,2024-07-27,E-Sports GT,Suspension noise,open,,2024-07
T001316,2024-07-28,E-SUV Elite,Climate control fault,completed,2024-07-30,2024-07
T001317,2024-07-28,E-Sedan Pro,Brake system check,open,,2024-07
T001318,2024-07-29,E-Sedan Pro,Battery range reduced,completed,2024-08-03,2024-07
T001319,2024-07-29,E-Compact City,Motor performance issue,open,,2024-07
T001320,2024-07-29,E-Compact City,Climate control fault,completed,2024-08-04,2024-07
T001321,2024-07-29,E-SUV Elite,Climate control fault,in_progress,,2024-07
T001322,2024-07-31,E-Compact City,Display console malfunction,in_progress,,2024-07
T001323,2024-07-31,E-Sedan Pro,Tire replacement needed,in_progress,,2024-07
T001324,2024-07-31,E-SUV Elite,Suspension noise,open,,2024-07
T001325,2024-08-01,E-Sedan Pro,Battery range reduced,completed,2024-08-06,2024-08
T001326,2024-08-01,E-Truck Power,Battery range reduced,completed,2024-08-04,2024-08
T001327,2024-08-02,E-Truck Power,Brake system check,completed,2024-08-03,2024-08
T001328,2024-08-02,E-Compact City,Tire replacement needed,completed,2024-08-07,2024-08
T001329,2024-08-02,E-Sedan Pro,Battery range reduced,open,,2024-08
T001330,2024-08-02,E-Sedan Pro,Motor performance issue,completed,2024-08-07,2024-08
T001331,2024-08-03,E-SUV Elite,Suspension noise,open,,2024-08
T001332,2024-08-03,E-Truck Power,General maintenance,open,,2024-08
T001333,2024-08-03,E-Compact City,Display console malfunction,in_progress,,2024-08
T001334,2024-08-03,E-Sedan Pro,Display console malfunction,completed,2024-08-05,2024-08
T001335,2024-08-04,E-Sedan Pro,General maintenance,completed,2024-08-05,2024-08
T001336,2024-08-04,E-Truck Power,Charging port not working,completed,2024-08-10,2024-08
T001337,2024-08-04,E-Compact City,Display console malfunction,completed,2024-08-06,2024-08
T001338,2024-08-04,E-Truck Power,Motor performance issue,completed,2024-08-06,2024-08
T001339,2024-08-04,E-Truck Power,Brake system check,completed,2024-08-07,2024-08
T001340,2024-08-05,E-SUV Elite,Climate control fault,open,,2024-08
T001341,2024-08-05,E-Compact City,Battery range reduced,in_progress,,2024-08
T001342,2024-08-05,E-Compact City,Brake system check,completed,2024-08-07,2024-08
T001343,2024-08-06,E-Sedan Pro,Climate control fault,completed,2024-08-12,2024-08
T001344,2024-08-06,E-Compact City,Charging port not working,completed,2024-08-08,2024-08
T001345,2024-08-06,E-Truck Power,Suspension noise,completed,2024-08-08,2024-08
T001346,2024-08-06,E-Sports GT,General maintenance,completed,2024-08-11,2024-08
T001347,2024-08-06,E-Truck Power,Software update required,completed,2024-08-09,2024-08
T001348,2024-08-06,E-Truck Power,Motor performance issue,completed,2024-08-10,2024-08
T001349,2024-08-07,E-Sports GT,Battery range reduced,completed,2024-08-10,2024-08
T001350,2024-08-07,E-Compact City,Climate control fault,completed,2024-08-13,2024-08
T001351,2024-08-08,E-Truck Power,Suspension noise,completed,2024-08-09,2024-08
T001352,2024-08-08,E-Truck Power,Software update required,completed,2024-08-14,2024-08
T001353,2024-08-08,E-SUV Elite,Battery range reduced,in_progress,,2024-08
T001354,2024-08-09,E-Sports GT,Brake system check,in_progress,,2024-08
T001355,2024-08-10,E-Sports GT,Charging port not working,open,,2024-08
T001356,2024-08-10,E-Sports GT,Brake system check,completed,2024-08-11,2024-08
T001357,2024-08-11,E-Compact City,Battery range reduced,completed,2024-08-17,2024-08
T001358,2024-08-12,E-Compact City,Charging port not working,completed,2024-08-17,2024-08
T001359,2024-08-12,E-Sedan Pro,General maintenance,completed,2024-08-14,2024-08
T001360,2024-08-13,E-Compact City,General maintenance,completed,2024-08-19,2024-08
T001361,2024-08-13,E-Sports GT,Charging port not working,in_progress,,2024-08
T001362,2024-08-13,E-Compact City,Climate control fault,completed,2024-08-15,2024-08
T001363,2024-08-13,E-SUV Elite,Battery range reduced,completed,2024-08-19,2024-08
T001364,2024-08-13,E-Truck Power,Charging port not working,completed,2024-08-18,2024-08
T001365,2024-08-14,E-Sedan Pro,General maintenance,in_progress,,2024-08
T001366,2024-08-14,E-Sedan Pro,Battery range reduced,in_progress,,2024-08
T001367,2024-08-15,E-Sedan Pro,Climate control fault,completed,2024-08-17,2024-08
T001368,2024-08-15,E-Compact City,Display console malfunction,in_progress,,2024-08
T001369,2024-08-15,E-Sports GT,Suspension noise,in_progress,,2024-08
T001370,2024-08-15,E-Compact City,General maintenance,completed,2024-08-19,2024-08
T001371,2024-08-16,E-Compact City,General maintenance,open,,2024-08
T001372,2024-08-16,E-Sports GT,Climate control fault,completed,2024-08-22,2024-08
T001373,2024-08-16,E-Compact City,General maintenance,in_progress,,2024-08
T001374,2024-08-16,E-Compact City,Climate control fault,in_progress,,2024-08
T001375,2024-08-17,E-Sedan Pro,Brake system check,completed,2024-08-18,2024-08
T001376,2024-08-18,E-Sports GT,Motor performance issue,completed,2024-08-20,2024-08
T001377,2024-08-18,E-Sports GT,General maintenance,in_progress,,2024-08
T001378,2024-08-19,E-Sedan Pro,Battery range reduced,completed,2024-08-25,2024-08
T001379,2024-08-19,E-SUV Elite,Climate control fault,completed,2024-08-25,2024-08
T001380,2024-08-20,E-Sedan Pro,Climate control fault,completed,2024-08-25,2024-08
T001381,2024-08-20,E-Truck Power,Motor performance issue,in_progress,,2024-08
T001382,2024-08-21,E-SUV Elite,Tire replacement needed,open,,2024-08
T001383,2024-08-21,E-Truck Power,Display console malfunction,completed,2024-08-23,2024-08
T001384,2024-08-21,E-Truck Power,Display console malfunction,completed,2024-08-26,2024-08
T001385,2024-08-21,E-Truck Power,Display console malfunction,completed,2024-08-25,2024-08
T001386,2024-08-22,E-SUV Elite,Charging port not working,in_progress,,2024-08
T001387,2024-08-22,E-Sports GT,Suspension noise,completed,2024-08-26,2024-08
T001388,2024-08-22,E-Truck Power,Brake system check,completed,2024-08-23,2024-08
T001389,2024-08-22,E-SUV Elite,Tire replacement needed,completed,2024-08-23,2024-08
T001390,2024-08-22,E-Sports GT,Software update required,open,,2024-08
T001391,2024-08-22,E-Sedan Pro,Suspension noise,in_progress,,2024-08
T001392,2024-08-22,E-Sports GT,Climate control fault,open,,2024-08
T001393,2024-08-23,E-Sedan Pro,Display console malfunction,completed,2024-08-26,2024-08
T001394,2024-08-23,E-Sedan Pro,Tire replacement needed,completed,2024-08-25,2024-08
T001395,2024-08-23,E-Sedan Pro,Brake system check,completed,2024-08-25,2024-08
T001396,2024-08-24,E-Truck Power,Suspension noise,completed,2024-08-27,2024-08
T001397,2024-08-25,E-Truck Power,Motor performance issue,open,,2024-08
T001398,2024-08-26,E-Compact City,Battery range reduced,open,,2024-08
T001399,2024-08-26,E-Compact City,Suspension noise,open,,2024-08
T001400,2024-08-26,E-SUV Elite,Climate control fault,completed,2024-08-30,2024-08
T001401,2024-08-26,E-SUV Elite,Motor performance issue,in_progress,,2024-08
T001402,2024-08-26,E-SUV Elite,Suspension noise,in_progress,,2024-08
T001403,2024-08-26,E-SUV Elite,Brake system check,completed,2024-08-29,2024-08
T001404,2024-08-27,E-Compact City,Tire replacement needed,in_progress,,2024-08
T001405,2024-08-27,E-Compact City,Tire replacement needed,in_progress,,2024-08
T001406,2024-08-27,E-Compact City,Suspension noise,completed,2024-08-29,2024-08
T001407,2024-08-27,E-Sedan Pro,Climate control fault,open,,2024-08
T001408,2024-08-27,E-SUV Elite,Suspension noise,open,,2024-08
T001409,2024-08-28,E-Sedan Pro,Motor performance issue,completed,2024-09-02,2024-08
T001410,2024-08-28,E-Sports GT,General maintenance,in_progress,,2024-08
T001411,2024-08-29,E-Truck Power,Charging port not working,open,,2024-08
T001412,2024-08-30,E-Compact City,Software update required,completed,2024-08-31,2024-08
T001413,2024-08-30,E-Truck Power,Tire replacement needed,completed,2024-09-04,2024-08
T001414,2024-09-01,E-Compact City,Motor performance issue,completed,2024-09-06,2024-09
T001415,2024-09-02,E-Sedan Pro,Motor performance issue,completed,2024-09-07,2024-09
T001416,2024-09-02,E-Truck Power,Charging port not working,completed,2024-09-06,2024-09
T001417,2024-09-03,E-Sports GT,Motor performance issue,completed,2024-09-06,2024-09
T001418,2024-09-03,E-Compact City,Software update required,in_progress,,2024-09
T001419,2024-09-03,E-Compact City,Brake system check,completed,2024-09-06,2024-09
T001420,2024-09-04,E-Truck Power,Suspension noise,open,,2024-09
T001421,2024-09-04,E-SUV Elite,Motor performance issue,in_progress,,2024-09
T001422,2024-09-04,E-Sports GT,Software update required,completed,2024-09-07,2024-09
T001423,2024-09-04,E-Compact City,Display console malfunction,in_progress,,2024-09
T001424,2024-09-04,E-Sedan Pro,Tire replacement needed,completed,2024-09-05,2024-09
T001425,2024-09-04,E-Sedan Pro,Charging port not working,open,,2024-09
T001426,2024-09-05,E-Compact City,Software update required,open,,2024-09
T001427,2024-09-05,E-Compact City,Tire replacement needed,in_progress,,2024-09
T001428,2024-09-05,E-SUV Elite,Charging port not working,completed,2024-09-09,2024-09
T001429,2024-09-05,E-Sports GT,Brake system check,in_progress,,2024-09
T001430,2024-09-06,E-Truck Power,General maintenance,completed,2024-09-11,2024-09
T001431,2024-09-06,E-Sports GT,General maintenance,in_progress,,2024-09
T001432,2024-09-06,E-Sports GT,Suspension noise,open,,2024-09
T001433,2024-09-07,E-SUV Elite,Brake system check,open,,2024-09
T001434,2024-09-08,E-Truck Power,General maintenance,in_progress,,2024-09
T001435,2024-09-08,E-Sports GT,Battery range reduced,completed,2024-09-09,2024-09
T001436,2024-09-08,E-Sports GT,Suspension noise,in_progress,,2024-09
T001437,2024-09-08,E-Sports GT,Display console malfunction,in_progress,,2024-09
T001438,2024-09-08,E-Sedan Pro,Tire replacement needed,in_progress,,2024-09
T001439,2024-09-08,E-Compact City,Motor performance issue,in_progress,,2024-09
T001440,2024-09-08,E-Truck Power,General maintenance,open,,2024-09
T001441,2024-09-09,E-Compact City,Display console malfunction,in_progress,,2024-09
T001442,2024-09-09,E-Sports GT,Suspension noise,in_progress,,2024-09
T001443,2024-09-10,E-Truck Power,Display console malfunction,completed,2024-09-14,2024-09
T001444,2024-09-11,E-Sedan Pro,Software update required,completed,2024-09-13,2024-09
T001445,2024-09-11,E-Sports GT,Motor performance issue,completed,2024-09-17,2024-09
T001446,2024-09-11,E-Compact City,Tire replacement needed,completed,2024-09-12,2024-09
T001447,2024-09-11,E-SUV Elite,Motor performance issue,completed,2024-09-14,2024-09
T001448,2024-09-11,E-Compact City,Tire replacement needed,open,,2024-09
T001449,2024-09-11,E-Sports GT,Tire replacement needed,in_progress,,2024-09
T001450,2024-09-13,E-Truck Power,General maintenance,open,,2024-09
T001451,2024-09-14,E-Compact City,General maintenance,in_progress,,2024-09
T001452,2024-09-14,E-Sports GT,Climate control fault,in_progress,,2024-09
T001453,2024-09-14,E-Sports GT,Software update required,in_progress,,2024-09
T001454,2024-09-14,E-Compact City,General maintenance,completed,2024-09-17,2024-09
T001455,2024-09-14,E-Compact City,Tire replacement needed,in_progress,,2024-09
T001456,2024-09-15,E-Sports GT,Software update required,in_progress,,2024-09
T001457,2024-09-15,E-Truck Power,Motor performance issue,in_progress,,2024-09
T001458,2024-09-15,E-Sports GT,Battery range reduced,in_progress,,2024-09
T001459,2024-09-15,E-Truck Power,Tire replacement needed,completed,2024-09-18,2024-09
T001460,2024-09-15,E-Sedan Pro,Climate control fault,in_progress,,2024-09
T001461,2024-09-16,E-Sedan Pro,Tire replacement needed,open,,2024-09
T001462,2024-09-16,E-Compact City,Software update required,in_progress,,2024-09
T001463,2024-09-16,E-Truck Power,General maintenance,in_progress,,2024-09
T001464,2024-09-17,E-Truck Power,Motor performance issue,completed,2024-09-22,2024-09
T001465,2024-09-17,E-Sports GT,Display console malfunction,completed,2024-09-23,2024-09
T001466,2024-09-17,E-SUV Elite,Brake system check,open,,2024-09
T001467,2024-09-17,E-Compact City,General maintenance,completed,2024-09-22,2024-09
T001468,2024-09-18,E-Compact City,Display console malfunction,in_progress,,2024-09
T001469,2024-09-18,E-Compact City,Display console malfunction,completed,2024-09-22,2024-09
T001470,2024-09-19,E-Truck Power,Tire replacement needed,completed,2024-09-21,2024-09
T001471,2024-09-19,E-SUV Elite,Suspension noise,in_progress,,2024-09
T001472,2024-09-20,E-SUV Elite,General maintenance,completed,2024-09-21,2024-09
T001473,2024-09-21,E-Compact City,Charging port not working,completed,2024-09-24,2024-09
T001474,2024-09-22,E-Truck Power,Brake system check,completed,2024-09-25,2024-09
T001475,2024-09-22,E-Sports GT,Climate control fault,completed,2024-09-25,2024-09
T001476,2024-09-23,E-Compact City,Motor performance issue,completed,2024-09-25,2024-09
T001477,2024-09-23,E-SUV Elite,Motor performance issue,in_progress,,2024-09
T001478,2024-09-25,E-Truck Power,Tire replacement needed,in_progress,,2024-09
T001479,2024-09-26,E-SUV Elite,Motor performance issue,in_progress,,2024-09
T001480,2024-09-26,E-Compact City,Suspension noise,in_progress,,2024-09
T001481,2024-09-27,E-SUV Elite,Software update required,completed,2024-09-30,2024-09
T001482,2024-09-27,E-Sedan Pro,Brake system check,open,,2024-09
T001483,2024-09-28,E-Compact City,Climate control fault,completed,2024-10-01,2024-09
T001484,2024-09-29,E-Compact City,General maintenance,in_progress,,2024-09
T001485,2024-09-30,E-Sedan Pro,Software update required,in_progress,,2024-09
T001486,2024-10-01,E-Sedan Pro,Climate control fault,completed,2024-10-03,2024-10
T001487,2024-10-01,E-SUV Elite,Tire replacement needed,completed,2024-10-03,2024-10
T001488,2024-10-02,E-Compact City,General maintenance,open,,2024-10
T001489,2024-10-03,E-SUV Elite,Tire replacement needed,completed,2024-10-08,2024-10
T001490,2024-10-03,E-Truck Power,Motor performance issue,in_progress,,2024-10
T001491,2024-10-04,E-Sports GT,Display console malfunction,completed,2024-10-10,2024-10
T001492,2024-10-04,E-Sedan Pro,Tire replacement needed,completed,2024-10-05,2024-10
T001493,2024-10-04,E-Compact City,General maintenance,completed,2024-10-06,2024-10
T001494,2024-10-04,E-Sedan Pro,Software update required,completed,2024-10-06,2024-10
T001495,2024-10-05,E-Sedan Pro,General maintenance,in_progress,,2024-10
T001496,2024-10-05,E-Sedan Pro,Tire replacement needed,in_progress,,2024-10
T001497,2024-10-07,E-SUV Elite,Suspension noise,completed,2024-10-13,2024-10
T001498,2024-10-07,E-Truck Power,Battery range reduced,in_progress,,2024-10
T001499,2024-10-07,E-SUV Elite,Brake system check,completed,2024-10-11,2024-10
T001500,2024-10-07,E-Compact City,Climate control fault,completed,2024-10-13,2024-10
T001501,2024-10-09,E-Truck Power,Charging port not working,completed,2024-10-13,2024-10
T001502,2024-10-10,E-Compact City,Tire replacement needed,completed,2024-10-12,2024-10
T001503,2024-10-10,E-Sedan Pro,General maintenance,in_progress,,2024-10
T001504,2024-10-11,E-Sports GT,Climate control fault,completed,2024-10-14,2024-10
T001505,2024-10-11,E-Sports GT,Charging port not working,in_progress,,2024-10
T001506,2024-10-11,E-Truck Power,Brake system check,open,,2024-10
T001507,2024-10-12,E-SUV Elite,Climate control fault,in_progress,,2024-10
T001508,2024-10-12,E-Truck Power,Software update required,in_progress,,2024-10
T001509,2024-10-13,E-Sedan Pro,Tire replacement needed,completed,2024-10-17,2024-10
T001510,2024-10-13,E-Sedan Pro,Climate control fault,completed,2024-10-14,2024-10
T001511,2024-10-13,E-Sports GT,Tire replacement needed,in_progress,,2024-10
T001512,2024-10-15,E-Compact City,Brake system check,in_progress,,2024-10
T001513,2024-10-16,E-Compact City,Display console malfunction,in_progress,,2024-10
T001514,2024-10-16,E-Sedan Pro,Suspension noise,open,,2024-10
T001515,2024-10-17,E-Sports GT,Display console malfunction,completed,2024-10-22,2024-10
T001516,2024-10-17,E-Truck Power,Tire replacement needed,in_progress,,2024-10
T001517,2024-10-17,E-Sedan Pro,Tire replacement needed,completed,2024-10-20,2024-10
T001518,2024-10-18,E-Sedan Pro,Charging port not working,completed,2024-10-23,2024-10
T001519,2024-10-19,E-SUV Elite,Software update required,in_progress,,2024-10
T001520,2024-10-19,E-Sedan Pro,Tire replacement needed,completed,2024-10-21,2024-10
T001521,2024-10-20,E-Truck Power,Software update required,open,,2024-10
T001522,2024-10-20,E-Sedan Pro,Display console malfunction,open,,2024-10
T001523,2024-10-20,E-Sedan Pro,Charging port not working,completed,2024-10-25,2024-10
T001524,2024-10-20,E-Compact City,General maintenance,in_progress,,2024-10
T001525,2024-10-20,E-Sports GT,Display console malfunction,completed,2024-10-24,2024-10
T001526,2024-10-21,E-Sedan Pro,Tire replacement needed,completed,2024-10-24,2024-10
T001527,2024-10-21,E-Sedan Pro,Motor performance issue,completed,2024-10-26,2024-10
T001528,2024-10-23,E-Compact City,General maintenance,in_progress,,2024-10
T001529,2024-10-23,E-Sports GT,Brake system check,in_progress,,2024-10
T001530,2024-10-23,E-Sedan Pro,Display console malfunction,in_progress,,2024-10
T001531,2024-10-23,E-Truck Power,Tire replacement needed,completed,2024-10-25,2024-10
T001532,2024-10-23,E-Sedan Pro,Display console malfunction,completed,2024-10-25,2024-10
T001533,2024-10-24,E-SUV Elite,Software update required,completed,2024-10-26,2024-10
T001534,2024-10-24,E-SUV Elite,General maintenance,in_progress,,2024-10
T001535,2024-10-24,E-Compact City,Display console malfunction,open,,2024-10
T001536,2024-10-25,E-Sports GT,Suspension noise,completed,2024-10-27,2024-10
T001537,2024-10-25,E-Compact City,Tire replacement needed,open,,2024-10
T001538,2024-10-25,E-Sports GT,Suspension noise,open,,2024-10
T001539,2024-10-25,E-SUV Elite,General maintenance,completed,2024-10-29,2024-10
T001540,2024-10-26,E-Sports GT,General maintenance,completed,2024-10-27,2024-10
T001541,2024-10-27,E-Sedan Pro,Tire replacement needed,in_progress,,2024-10
T001542,2024-10-27,E-Sports GT,Climate control fault,completed,2024-10-28,2024-10
T001543,2024-10-27,E-Truck Power,Climate control fault,open,,2024-10
T001544,2024-10-28,E-Compact City,Brake system check,in_progress,,2024-10
T001545,2024-10-28,E-Compact City,Display console malfunction,completed,2024-10-29,2024-10
T001546,2024-10-28,E-Sedan Pro,Charging port not working,completed,2024-11-01,2024-10
T001547,2024-10-28,E-Truck Power,Tire replacement needed,completed,2024-10-29,2024-10
T001548,2024-10-28,E-Sedan Pro,General maintenance,in_progress,,2024-10
T001549,2024-10-29,E-Sedan Pro,Battery range reduced,completed,2024-11-04,2024-10
T001550,2024-10-29,E-Compact City,Climate control fault,completed,2024-11-01,2024-10
T001551,2024-10-30,E-Compact City,Climate control fault,completed,2024-11-02,2024-10
T001552,2024-10-30,E-Truck Power,Suspension noise,open,,2024-10
T001553,2024-10-30,E-Sports GT,General maintenance,completed,2024-11-01,2024-10
T001554,2024-10-30,E-Compact City,Software update required,completed,2024-11-05,2024-10
T001555,2024-10-31,E-Compact City,Brake system check,open,,2024-10
T001556,2024-10-31,E-Sedan Pro,Software update required,in_progress,,2024-10
T001557,2024-10-31,E-SUV Elite,Battery range reduced,in_progress,,2024-10
T001558,2024-11-01,E-SUV Elite,Tire replacement needed,open,,2024-11
T001559,2024-11-02,E-Sedan Pro,Motor performance issue,in_progress,,2024-11
T001560,2024-11-02,E-Compact City,Brake system check,in_progress,,2024-11
T001561,2024-11-03,E-Sedan Pro,Climate control fault,open,,2024-11
T001562,2024-11-03,E-Truck Power,General maintenance,in_progress,,2024-11
T001563,2024-11-03,E-SUV Elite,General maintenance,completed,2024-11-07,2024-11
T001564,2024-11-03,E-Compact City,Charging port not working,completed,2024-11-07,2024-11
T001565,2024-11-04,E-Compact City,Battery range reduced,in_progress,,2024-11
T001566,2024-11-04,E-Sedan Pro,Software update required,open,,2024-11
T001567,2024-11-04,E-Compact City,Charging port not working,in_progress,,2024-11
T001568,2024-11-04,E-Compact City,Suspension noise,open,,2024-11
T001569,2024-11-04,E-Truck Power,Climate control fault,open,,2024-11
T001570,2024-11-04,E-SUV Elite,Suspension noise,open,,2024-11
T001571,2024-11-06,E-SUV Elite,Brake system check,completed,2024-11-12,2024-11
T001572,2024-11-06,E-Sports GT,Tire replacement needed,completed,2024-11-10,2024-11
T001573,2024-11-06,E-Sports GT,Tire replacement needed,completed,2024-11-12,2024-11
T001574,2024-11-07,E-SUV Elite,Battery range reduced,open,,2024-11
T001575,2024-11-08,E-SUV Elite,Climate control fault,in_progress,,2024-11
T001576,2024-11-08,E-Truck Power,Battery range reduced,completed,2024-11-10,2024-11
T001577,2024-11-08,E-Compact City,Software update required,completed,2024-11-12,2024-11
T001578,2024-11-08,E-SUV Elite,Suspension noise,open,,2024-11
T001579,2024-11-08,E-SUV Elite,Charging port not working,completed,2024-11-10,2024-11
T001580,2024-11-09,E-SUV Elite,Brake system check,open,,2024-11
T001581,2024-11-09,E-Truck Power,Display console malfunction,completed,2024-11-13,2024-11
T001582,2024-11-10,E-Sports GT,Tire replacement needed,open,,2024-11
T001583,2024-11-10,E-SUV Elite,Brake system check,completed,2024-11-16,2024-11
T001584,2024-11-10,E-Compact City,Tire replacement needed,completed,2024-11-16,2024-11
T001585,2024-11-11,E-Compact City,Suspension noise,open,,2024-11
T001586,2024-11-11,E-SUV Elite,Tire replacement needed,completed,2024-11-14,2024-11
T001587,2024-11-12,E-Compact City,Software update required,completed,2024-11-17,2024-11
T001588,2024-11-12,E-Compact City,Suspension noise,in_progress,,2024-11
T001589,2024-11-12,E-Sports GT,Charging port not working,open,,2024-11
T001590,2024-11-12,E-Sedan Pro,Suspension noise,completed,2024-11-14,2024-11
T001591,2024-11-12,E-Truck Power,Charging port not working,in_progress,,2024-11
T001592,2024-11-12,E-Truck Power,Motor performance issue,completed,2024-11-14,2024-11
T001593,2024-11-13,E-Compact City,Suspension noise,completed,2024-11-15,2024-11
T001594,2024-11-13,E-Sedan Pro,Software update required,completed,2024-11-14,2024-11
T001595,2024-11-13,E-SUV Elite,General maintenance,completed,2024-11-19,2024-11
T001596,2024-11-15,E-Compact City,Climate control fault,completed,2024-11-17,2024-11
T001597,2024-11-15,E-Compact City,Climate control fault,completed,2024-11-18,2024-11
T001598,2024-11-15,E-Sedan Pro,General maintenance,completed,2024-11-18,2024-11
T001599,2024-11-16,E-Compact City,Suspension noise,completed,2024-11-19,2024-11
T001600,2024-11-16,E-SUV Elite,Charging port not working,open,,2024-11
T001601,2024-11-16,E-Compact City,Display console malfunction,open,,2024-11
T001602,2024-11-18,E-Sedan Pro,Motor performance issue,open,,2024-11
T001603,2024-11-18,E-SUV Elite,Charging port not working,in_progress,,2024-11
T001604,2024-11-18,E-Compact City,Brake system check,completed,2024-11-21,2024-11
T001605,2024-11-18,E-Sedan Pro,Display console malfunction,open,,2024-11
T001606,2024-11-19,E-Compact City,Software update required,open,,2024-11
T001607,2024-11-19,E-Truck Power,Charging port not working,open,,2024-11
T001608,2024-11-20,E-SUV Elite,Display console malfunction,completed,2024-11-24,2024-11
T001609,2024-11-20,E-Truck Power,Suspension noise,in_progress,,2024-11
T001610,2024-11-20,E-Truck Power,Charging port not working,open,,2024-11
T001611,2024-11-21,E-SUV Elite,Software update required,completed,2024-11-23,2024-11
T001612,2024-11-21,E-SUV Elite,General maintenance,in_progress,,2024-11
T001613,2024-11-22,E-Sports GT,Tire replacement needed,completed,2024-11-23,2024-11
T001614,2024-11-22,E-Truck Power,General maintenance,completed,2024-11-27,2024-11
T001615,2024-11-23,E-Sports GT,Tire replacement needed,completed,2024-11-29,2024-11
T001616,2024-11-24,E-Truck Power,Battery range reduced,completed,2024-11-29,2024-11
T001617,2024-11-24,E-Sedan Pro,Climate control fault,completed,2024-11-25,2024-11
T001618,2024-11-24,E-Truck Power,Software update required,completed,2024-11-29,2024-11
T001619,2024-11-25,E-Sedan Pro,Suspension noise,completed,2024-12-01,2024-11
T001620,2024-11-25,E-Truck Power,Display console malfunction,in_progress,,2024-11
T001621,2024-11-25,E-SUV Elite,Brake system check,completed,2024-11-29,2024-11
T001622,2024-11-26,E-Compact City,Software update required,in_progress,,2024-11
T001623,2024-11-26,E-Truck Power,Charging port not working,completed,2024-11-28,2024-11
T001624,2024-11-26,E-Truck Power,Climate control fault,in_progress,,2024-11
T001625,2024-11-27,E-Truck Power,Charging port not working,completed,2024-11-30,2024-11
T001626,2024-11-27,E-SUV Elite,General maintenance,open,,2024-11
T001627,2024-11-27,E-Truck Power,Motor performance issue,completed,2024-11-30,2024-11
T001628,2024-11-27,E-SUV Elite,Motor performance issue,in_progress,,2024-11
